name,price,reviews
Nordisk Svalbard PU 1-Persoons Tunneltent,"249,95","['good_points: Eenvoudig opzetten en prima ruime voor 1 persoons tentje. Ventilatie oké, haringen en scheerlijnen ook net spul. Zakken binnen handig., bad_points: Scheerlijn beter zichtbare kleur is handig op de camping. Super klein is ie niet ingepakt, maar voor mij klein genoeg. Kan altijd beter en lichter maar dan kost het ook veel meer…', 'good_points: Snel in gebruik, bad_points: De tent is te kort voor als je lang bent.', 'good_points: Fijne tent! Snel op te zetten en af te breken. Compact en licht genoeg om in backpack mee te nemen. Goed wind- en waterdicht gebleken tijdens twee weken ijsland (waar het toch behoorlijk hard kan waaien), bad_points: ""Haringen zijn licht :) maar verbuigen snel. \\nHet tentdoek van het middenstuk (tussen de twee bogen) plakt bij harde wind en regen makkelijk tegen de binnentent aan. Lekt dan niet, maar hier was een extra boogje/scheerlijn wel handig geweest om dit strak te houden.""']"
MSR Footprint Universal 2 Person,"57,95","['good_points: Kwaliteit!, bad_points: Nog niet', 'good_points: Top\\uf44d, bad_points: None', 'good_points: Hij is wel erg licht, bad_points: De touwtjes zijn zeker niet handig schuift teveel \\nKan beter een goedkopere er onder leggen']"
Vango Hop 200 Eco Tent,"114,95",[]
Coleman Kobuk Valley Plus 3-Persoons Koepeltent,"169,95","['good_points: Alles, bad_points: Nee', 'good_points: Eenvoudig op te zetten, goed ontworpen, bad_points: In de omschrijving staat dat de binnentent 2.10 meter lang is. Ik ben 1.85 meter en zowel mijn voeten als hoofd raken de binnentent. Ik moet dus schuin slapen wat moet prettig is', 'good_points: dat het donker blijft in de tent, bad_points: te klein, er staat 3 persoons maar met twee personen heb je zelfs geen plek meer om een tas neer te zetten en het grondzeil in de voortent loopt vol bij regen']"
MSR Elixir 1-Persoons Tent,"269,95","['good_points: Snel opgezet en afgebroken, bad_points: None', 'good_points: Fijn op te zetten, licht in gewicht en compact in formaat, bad_points: None', 'good_points: Lichtgewicht, makkelijk en snel op te zetten., bad_points: Enigzins condens aan binnenkant tent, dus de binnentent had nog beter ademend kunnen zijn.']"
Nemo Dagger Osmo 2P Tent ,"599,95","['good_points: ""- Voldoende ruimte\\n- Zeer licht, ideaal voor backpacking met zn tweetjes. \\n- Snel op te zetten"", bad_points: Voor dit geld hadden ze het grondzeil er wel bij mogen doen.']"
MSR Elixir 3-Persoons Tent  ,"419,95","['good_points: Makkelijk op te zetten, redelijk goede ventilatie en ruime opbergnetten aan hoofd/voeteneinde \\nVoldoende ruimte in voortent voor 2 rugzakken, losse  uitrusting en schoenen \\nMooi, strak ontwerp, bad_points: Het is een tent voor 3 personen, dit past maar is wel krap, matjes moeten smaller zijn dan 60cm en bij 3 grote mannen beter om en om te liggen en de binnentent open te ritsen\\nEen bagagenet om in het dak van de binnentent te bevestigen zou prettig zijn als deze was bijgeleverd voor extra opbergruimte  als er 3 personen in moeten passen', 'good_points: Lichtgewicht tent die heel makkelijk op te zetten is. Hij staat binnen 5 minuten! Een pluspunt is dat de tent ook zonder het waterdichte gedeelte gebruikt kan worden op de droge en warme dagen, je slaapt dan onder de sterrenhemel; wie wil dat nou niet :), al met al heel blij met mijn aankoop!, bad_points: Geen', 'good_points: Ik heb bewust een wat dikkere maar toch heel licht matje genomen want ik slaap graag op mijn zij. Met 1.72m en 75kg is dat geen enkel probleem en zeer confortabel. \\n\\nHet matje is ook lekker snel in te pakken. Plug er uit en in 1x oprollen., bad_points: Die heb ik nog niet kunnen ontdekken. Ik had niet opgelet en had per ongeluk geen zelf opblaasbare gekocht (dat is dit dus niet). Naderhand denk ik dat dit een positief punt bleek te zijn. Opblazen blijkt toch heel snel te gaan en vooral het inpakken gaat echt super. Inpakken is voor mij juist het moment dat ik wil dat dingen snel gaan.']"
Umefa Rotspen 23 cm Haring ,"0,80","['good_points: Snelle en correcte bezorging, bad_points: Verschillende pennen hebben een erg lange dwarspen wat er lastig is.\\n\\nHeb nog geen pennen gebruikt.', 'good_points: Ze zijn wat ik wilde sterk en goed, bad_points: De pinnen horen een T model te zijn maar ik had er 1 waar het een l was terwijl de verkoopster ze voor mijn had gepakt en geteld had ze dat moeten zien vind ik', 'good_points: Gewoon goed, bad_points: Nee']"
MSR Groundhog Haring 6 Stuks,"25,95","['good_points: De haringen hebben een fijne lengte en ogen stevig! Ik heb ze al een keer gebruikt met mijn nieuwe tent en deze haringen werken duidelijk beter dan de meegeleverde haringen. Zelf twijfelde ik over het formaat maar de lengte is ideaal en werkt beter dan kortere haringen., bad_points: Ik had er nog wel een zakje bij gewild (nu moet ik ze los meenemen omdat ze niet in het zakje van mijn tent passen', 'good_points: Zeer lichtgewicht, zeer sterk en zet zich goed vast in de grond. Ik gebruik vier Groundhogs op de hoekpunten van mijn tent (Durston), waar de belasting het grootst is., bad_points: Ik heb geen nadelen kunnen vaststellen!', 'good_points: Deze haringen werken nog uitstekend in harde grond of grond met stenen. De houdkracht is echt fantastisch vergeleken met die van de originele haringen., bad_points: Na ze nu enige tijd gebruikt te hebben zit er al wel veel gebruiksschade op. Ik weet niet hoe lang ze meegaan.']"
Umefa Hout 30 cm Haring,"1,50","['good_points: None, bad_points: bij het eerste gebruik van een 40 cm haring tijdens het in de zandgrond ging er een in twee stukken.', 'good_points: Prima sterkte en stijfheid, bad_points: Nee', 'good_points: Werken goed. Gebruikt op texel in de duinen, bad_points: Nog geen gevonden']"
Hilleberg Anaris Tent,"744,95",[]
MSR Mutha Hubba NX 3-Persoons Tent,"679,95","['good_points: Luchtige tent voor warme omgeving. Ruim van binnen door vorm., bad_points: Beperkte instructies over het opzetten en welke mogelijkheden er nog meer zijn. Beperkte hoeveelheid scheerlijnen en haringen meegeleverd. Lastig op te zetten in je eentje.', 'good_points: Met 2 kg erg licht, compact in te pakken en mee te nemen. Met 2.13meter lengte in de binnentent geen hoofd en voeten meer tegen het tentdoek. De tent heeft twee uitgangen aan de korte kant, daar kan ook de bagage worden gezet. Veel gaas in de binnentent zorgt voor een goede ventilatie. De vier kleine opbergvakjes, in elke hoek één, zijn handig., bad_points: Een (kleine) luifel aan één kant van de tent zou mooi geweest zijn, ook al wordt de tent dan iets zwaarder. Ondanks de donkergroene buitentent is het vanwege de witte bovenkant van de binnentent toch wel heel erg licht binnen. De grote letters MSR, vooral zichtbaar in de binnentent zijn erg aanwezig.', 'good_points: Zeer licht, ruim voor 2 personen + hond, makkelijk opzetten., bad_points: Prijzig, maar staat absoluut in verhouding met de kwaliteit']"
Vango Blade 200 Eco Tent,"194,95","['good_points: Ik had al de blade 100, maar deze is iets groter. Nog niet in geslapen..., bad_points: Nu weet ik er geen een, maar na de vakkantie .... :)', 'good_points: Snel op te zetten tent van goede kwaliteit. Goede prijs/kwaliteit verhouding. Droogt snel na regenbuien en heeft flinke wind doorstaan., bad_points: Er zijn lichtere tenten, van een gemakkelijker formaat, welke bij trekkingen wellicht handiger zijn. Maar dan gaat de prijs van de tent ook omhoog.']"
Coleman Kobuk Valley 2-Persoonstent,"119,95","['good_points: Snel\\nOpgezet, bad_points: Matige haringen', 'good_points: Makkelijk op te zetten., bad_points: Nee.', 'good_points: Verduisterd, bad_points: Heel erg klein, kan maximaal 1 persoon in slapen.']"
Nordisk Svalbard SI 1-Persoonstent,"369,95","['good_points: De ruimte, het materiaal., bad_points: De natte buitentent links heeft neiging tegen de binnentent te gaan hangen.', 'good_points: Goed materiaal, waterdicht, pakgewicht., bad_points: None', 'good_points: Gemakkelijk en snel op te zetten., bad_points: De lengte van de binnenruimte valt een beetje tegen. Met 1.81 meter lengte heb ik bijna niets over. Dus voor iemand van 2 meter lang wordt het wel erg krap.']"
Nemo Dragonfly Bikepack 2-persoons Tent,"569,95","['good_points: Goede degelijke tent zeer licht en compact raad wel aan het onderzeil te kopen van Nemo, bad_points: Aan de prijzige kant', 'good_points: Compact, makkelijk op te zetten, past ook na gebruik in de meegeleverde tas, bad_points: None', 'good_points: De kwaliteit is hoog, makkelijk op te zetten, aankoop van mijn leven, bad_points: -']"
Vango Hop 300 3-Persoons Tunneltent,"89,95","['good_points: Ziet er leuk uit, bad_points: 3 personen? Hoe dan? Alleen is al lastig', 'good_points: Ruimt zeer makkelijk op.\\n\\nGoef grondzeil.\\n\\nMooie kuip.\\n\\nGenoeg voorruimte om pannen en schoenen kwijt te kunnen.\\n\\nMooie scheerlijnen., bad_points: Zeer lastig om de tent zo op te zetten dat binnen en buitentent elkaar niet raken. \\n\\nBen benieuwd of de tent in de regen binnen droog blijft door bovenstaande.\\n\\nEcht geen drie personen.\\n\\nKwetsbare ritsen.', 'good_points: lichtgewicht en compact, makkelijk op te zetten(wel volgens de beschrijving anders is het beetje lastig), bad_points: 1.voorkant buitentent èn binnentent lopen schuin waardoor binnentent direct nat wordt van condens en regen. Als de tent 30cm langer was geweest en de entree van de binnentent verticaal dan was hij droog gebleven.\\n2. weinig tot geen bagage ruimte']"
The North Face Stormbreak 2-Persoons Tent,"249,95","['good_points: Hele mooie tent, makkelijk op te bouwen, bad_points: None', 'good_points: Relatief licht maar ook nog betaalbaar. Van binnen en leuke kleur. Goede hoogte. Je kunt lekker rechtop zitten en je kunt overal makkelijk bij., bad_points: Doordat de wanden schuin naar beneden gaan ook bij de ingang wordt je bij het naar binnen of buiten gaan een beetje nat als je tegen de ingang flappen aan komt.', 'good_points: Goede ventilatie, bad_points: Voor opzet gemak zorg dat twee hoekpunten een gekleurde band hebben ipv nu 1. \\nLuifel zou iets groter kunnen.\\nZorg voor 4 extra pennen voor de 4 gele lijnen. Dit zal nauwelijks ten koste van het gewicht gaan.']"
Robens Voyager 2EX Tunneltent,"399,95","['good_points: We hebben de tent nog niet gebruikt., bad_points: None', 'good_points: Ruimte van de tent\\nSnelheid van opzetten\\nHandige verbindingspunten binnentent, bad_points: Bij opzetten is het belangrijk om de spanbanden onder de tent los te klikken. Anders is het bijna onmogelijk de stokken goed in de pockets te krijgen. \\n\\nFootprint is moeilijk leverbaar', 'good_points: Ruimte en opzet gemak, bad_points: Mogelijkheid om de tent compacter op te bergen. Misschien met compressie banden']"
Umefa Rotspen 17 cm Haring,"0,70","['good_points: deze kun je heel makkelijk in de voegen van het straatwerk slaan., bad_points: geen is perfect.', 'good_points: Gemaakt vaan ijzer, bad_points: Niet bestand tegen een slipper', 'good_points: Sterk, makkelijk in de grond te slaan en te verwijderen., bad_points: None']"
Umefa Hout 40 cm Haring,"1,75","['good_points: Gaan we morgen, vrijdag 24 maart, uitproberen dan gaan ze de grond in. \\uf609, bad_points: None', 'good_points: Materiaal beuken, bad_points: Ja, de dikte van de haringen.\\nAndere haringen zijn van dikker materiaal en veel sterker', 'good_points: Prima voor gebruik in het zand en tevens in te slaan met stalen hamer, bad_points: None']"
Nemo Aurora 3P & Footprint Grondzeil,"419,95",[]
Hilleberg Akto 1P Tunneltent,"724,95","['good_points: - Waterdichtheid zeil en grondzeil zijn super.\\n- Na enige oefening makkelijk op te zetten en af te breken.\\n- Voorluivel groot genoeg om backpack in op te bergen, dit in tegenstelling tot veel andere 1-persoonstenten.\\n- Ruime pakzak zodat de tent er ook na haastig opvouwen in past, in regen bijvoorbeeld.\\n- Kwalitatief mooi afgewerkt.\\n- Lang zat, mijn rechthoekige slaapmat van 200x65cm past in het slaapgedeelte en dan is er nog ruimte voor wat kleding etc.\\n- Voldoet na een week hiken in de Pyreneeën nog steeds aan alle eisen., bad_points: - De binnentent is nét te laag om comfortabel rechtop in te zitten, ik ben net iets langer dan 185cm dus niet erg lang voor Nederlandse begrippen.\\n- De meegeleverde binnentent is duidelijk voor gebruik in koud weer, ik heb een paar keer veel condens gehad bij gebruik in warmer, windstil weer (een mesh binnentent is apart bij te bestellen maar prijzig).\\n- Tent is prijzig.', 'good_points: De Akto is in mijn opvatting het beste compromis tussen ruimte, kwaliteit en gewicht. Erg goede afwerking en redelijk makkelijk op te zetten. De ruimte is wel wat beperkt, maar met wat improviseren is de tent ruim genoeg voor lange tochten waarbij je geheel zelfvoorzienend kunt zijn. Als je de Akto goed opzet is hij buitengewoon stabiel, persoonlijk heb ik situaties meegemaakt waarbij ik echt dacht dat ik met tent en al weg zou waaien, maar de Akto heeft me nooit teleur gesteld qua performance. Uiteraard moet je wel zorgen dat je de juiste haringen gebruikt en eventueel de extra stokken set er bij koopt als het gebied waar je de Akto gaat gebruiken dit nodig maakt. Dit is mijn 2e Akto tent, de vorige heb ik ruim 6 jaar intensief gebruikt in Noorwegen en Zweden in alle seizoenen en weersomstandigheden. Voor de gewichtsbewuste solo hiker is dit naar mijn ervaring de beste tent die je kunt kopen als gewichtsbesparing belangrijk voor je is. De ventilatie mogelijkheden zijn overigens bij de Akto erg goed waardoor condens bij juist gebruik amper voorkomt., bad_points: Het goed opzetten van de Akto is iets wat niet voor iedereen even makkelijk gaat. Met name het te strak zetten van de tent kan er voor zorgen dat er ruimte ontstaat tussen de grond en het tentdoek. Dit is geen Fout van Hilleberg, maar in mijn mening is het een Tent die je echt even goed onder de knie moet hebben om hem in lastige situaties toch goed en snel op te kunnen zetten. Bij sterke wind willen de lipjes van de ritsen nog wel eens gaan rammelen en dat is erg storend. Ik heb de metalen lipjes vervangen door Dynema koord.', 'good_points: Voor een eenpersoonstent is de Akto erg ruim. Vooral de royale lengte is erg prettig.\\nOok is het supersimpel om de tent op te zetten, alleen een pop-uptent is sneller., bad_points: De tent is relatief zwaar ten opzichte van de concurrenten. Dit komt deels door de extra ruimte. Voor mij is het gewicht echter alleszins acceptabel.\\nIk heb de tent tot nu toe alleen in koude omstandigheden (-10) gebruikt en merkte dat er met alle ventilatie gesloten veel ijsvorming is in de binnentent. Dit zal deels het gevolg zijn van het reeds nat opzetten omdat het de 1e nacht duidelijk minder was']"
Robens Voyager Versa 3-Persoonstent,"524,95","['good_points: Sterke en degelijke tent met goede prijs-kwaliteit verhouding. Zeer makkelijk op te zetten., bad_points: Product is zonder grondzeil. Dit is apart te kopen voor de voortent', 'good_points: Mooie stevige tent, bad_points: Bij het op en afbreken zijn de tentstokken wat stug en moeilijk los of vast te krijgen.']"
Nordisk Oppland SI 2-Persoonstent,"649,95","['good_points: De tent wordt gebruikt bij trektochten op de fiets, een extreem laag gewicht is minder belangrijk. Hij is gekocht voor de handige ruimte voor het droog opbergen van fietstassen en daar voldoet hij perfect. Bovendien is de binnentent  relatief breed. Hiervoor hebben we een Exped Sirius versleten, ook goed maar deze is een vooruitgang vanwege de vele ruimte.\\nOpzetten is een fluitje van een cent, afbreken ook. We laten de binnentent meestal aan de buitentent vastzitten. I.vgl.m. met de Exped is het prettig dat het grondzeil apart kan worden afgespannen. De Sirius had hier geen schuifgespen en de band had een vaste lengte. In de praktijk maakten we dan altijd 1 hoek los en plaatsten een extra haring bij de binnentent, anders lag het grondzeil nooit mooi vlak. Niet nodig bij de Oppland.\\nDe tent heeft ruime ventilatie-openingen en staat aan de kant van de ingang relatief ver van de grond. Ventilatie is dus in orde. Maar: als het niet waait en de nacht is koel, dan is er altijd condens. Zoals bij alle tenten die niet van katoen zijn. \\nIk vind de plaatsing van de stokken handiger dan bij de Sirius, die aan 1 kant in een versterkt zakje moesten worden geschoven, en aan de andere kant in een buisje. Hier steekt de stok aan beide zijden uit de sleuf en wordt in een ring gestoken., bad_points: Niet veel, maar: de rits van de deur van de binnentent heeft 1 vast punt rechtsonder (van binnen gezien), waardoor niet gekozen kan worden welk deel je helemaal open zet. De rits loopt wel helemaal rond, maar begin/eindpunt ligt vast.\\nDe Sirius had ""glow-in-the-dark"" trekkers aan de rits. Die mis ik.\\nDe haringen zijn waarschijnlijk erg universeel voor veel soorten terrein, maar het doet pijn aan de handen om ze in stevige grond te drukken. Dus vaak de voet of een hamer/steen gebruiken. Er is wel een koordje om ze eruit te trekken. Ik heb ze vervangen door de haringen van de Sirius.\\nDe hoogte van de binnentent is max. 1 mtr. en loopt naar achteren schuin af. Ik ben 1.93m en zit gemakkelijk met mijn hoofd tegen het dak. Bij condens wordt de binnentent gelijk nat. 10 cm meer, of niet aflopend, was fijn geweest.', 'good_points: Opberg zakken voor deurtjes. Houd de warmte goed vast in de koude nacht., bad_points: Graag een tweede deur in de voortent.', 'good_points: ruimte ,opzetgemak, bad_points: een tweede buitendeur zou wenselijk zijn. de 3 persoons heeft er wel een.']"
MSR Elixir 4-Persoons Tent,"549,95","['good_points: De ruimte in de tent. Maar voor 4 personen? Het kan wel maar dan als een sardine.來, bad_points: De 2 ruimtes  onder de entree hoeken zouden een stukje grondzeil kunnen hebben. Eventueel als extra optie']"
Nordisk Oppland 2 LW Tent,"1.049,95",[]
Nordisk Halland 2 LW Tent,"799,95","['good_points: Superlichte en makkelijk op te zetten tent, bad_points: Tip om een tarp toe te voegen kan wat mij betreft concreter']"
Nordisk Tent Telemark 2 LW,"699,95","['good_points: Ontzettend makkelijk op te zetten c.q. af te breken.\\nVanwege de speciale coating is nat afbreken ook geen issue, gewoon even even schudden/wapperen met de buitentent liefst met de tentpole er nog in én je bent meer dan 90% van het vocht kwijt., bad_points: ""Ja, er zit maar één mogelijkheid om de luifel op te rollen en die met het haakje vast te zetten.\\nDit haakje zit in het midden van de luifel. Er zou er beslist nog één bovenaan de luifel moeten zitten, dat zou zoveel gebruiksgemak opleveren.\\nNu gebruik ik daarvoor een wasknijper én dat is wel jammer voor zon dure tent.""', 'good_points: Licht, veel binnenruimte voor een persoon, voortent, bad_points: Condens, binnenrent plakt vrij snel aan buitenterras, binnenruimte vrij laag.', 'good_points: makkelijk en snel op te zetten\\nnetjes afgewerkt\\nruime voortent & binnentent, bad_points: Veel condens doordat er vrijwel niet geventileerd kan worden.\\nBinnen- en buitentent raken elkaar heel erg snel.\\nBinnentent is te laag bij het voeteneind']"
Nemo Dragonfly Bikepack 1-Persoonstent,"469,95","['good_points: Super compact, licht en de bijgeleverde ‘landings zone’ is een uitkomst!, bad_points: Haringen zijn sterk maar aan de wat zware kant.', 'good_points: Opzetgemak, ruimte binnentent, heel fijn is de landingzone, geen condensvorming, bad_points: Ja, het grondzeil is heel dun, ze zeggen dat het wel sterk is  maar ik heb toch een liner gekocht, maakt de tent weer iets zwaarder', 'None']"
Nordisk Oppland 3 Footprint,"94,95","['good_points: Voortent beter te gebruiken doordat deze nu zeil op de grond heeft\\nGemakkelijk te plaatsen gelijk met de tent (met dezelfde haringen)\\nBinnentent wordt niet nat aan de grond en kan droog de zak in, apart zakje waar het natte grondzeil in kan, bad_points: Erg duur in verhouding tot de tent', 'good_points: De footprint heeft de exacte binnenmaat van de tent en je kunt het vastzetten met de verstelbare bandjes aan de haringen van de (buiten)tent, erg handig!\\nDoordat ik de footprint gebruikte, kon ik er op modderig terrein mijn tent er schoon en droog op opvouwen. Heel prettig als je op fietstrekvakantie bent en meerdere keren de tent op moet zetten., bad_points: Het is wel weer een zakje erbij en als fietstrekkampeerder probeer je zoveel mogelijk je bagagevolume te beperken. Toch wegen de voordelen ruimschoots op tegen dit nadeel voor mij.', 'good_points: De ruimte voldoet prima, ik gebruik hem voor 2 volwassenen en 2 grote honden. Ruimte buiten slaap gedeelte is ook dikke prima. Makkelijk op te zetten., bad_points: Het opvouwen van de tent zelf, gaat niet heel erg makkelijk..']"
Umefa Open Oog 24 cm Haring,"0,60","['good_points: Kon gebruikt op het strand om de tent te verankeren, bad_points: Nee', 'good_points: Het ligt klaar voor volgend jaar., bad_points: Geen.', 'good_points: Stukken beter dan de waardeloze haringen die ik bij de tent kreeg., bad_points: None']"
Hilleberg 10 XP Tarp,"224,95","['good_points: Eenvoudig te gebruiken, bad_points: Geen', 'good_points: De pizzapuntige vorm is makkelijk af te spannen., bad_points: Waarom moet een tarpke zoveel kosten?', 'good_points: Stevige stiknaden, de foudraal zit aan de tarp vast, scheerlijnen zijn zeer stevig en lang genoeg. In het boekje, wat meegeleverd wordt, staan handige knopen en voorbeelden van tarpopstellingen., bad_points: None']"
Nomad Jade Pro 2-Persoonstent,"599,95","['good_points: Hike in Noorwegen gemaakt met dit tentje. Geweldig blij mee!\\nMakkelijk op te zetten, ruim, licht gewicht, prettig dat aan beide zijdes een opening zit.\\nGrondzeil blijft droog., bad_points: Net aan de krappe kant in de lengte voor lange mensen.\\n\\nOok een beetje laag waardoor je bij het uitstappen vaak een natte kop krijgt van de buiten tent ( condens/ regen).\\n\\nDe fotoprint was totaal uitverkocht waardoor ik een andere kleinere footprint heb moeten kopen.']"
Fjällräven Abisko View 2-Persoons Hybride tent,"849,95","['good_points: geweldige tent\\nsuper gemakkelijk op te bouwen\\nheel makkelijk te plaatsen\\nheel veel ruimte\\ngeweldig uitzicht aan 2 kanten\\nen toch heel knus, bad_points: stokken er in doen is lastiger dan het lijkt, maar alles went.\\ngrondzeil is wel heel prettig, heb ik meteen gekocht, was even uitzoeken hoe het er onder aan vast te maken\\noprollen deuren is ook lastiger dan het lijkt, vooral het vinden van het vastbind lipje is lastig', 'good_points: de luchtigheid, bad_points: nog niet ontdekt']"
Exped Bivybag VentAir/PU Bivakzak,"279,95","['good_points: Lekker licht gewicht genoeg ruimte, bad_points: Moet wel iets van haringen bij halen anders blijft de boog niet om hoog staan']"
Rab Storm Bivi Bivakzak,"149,95",[]
MSR Shock Cord Replacement Kit,"28,95","['good_points: Veerkrachtig, dus functioneel, makkelijk plaatsbaar., bad_points: Geen', 'good_points: Het elastiek zit weer stevig om die stokken bij elkaar te houden. Ik was net op tijd. Ook goede service; hij werd ter plekke voor me in elkaar gezet., bad_points: Ik hoop dat hij weer 5 jaar meegaat (of langer).', 'good_points: Stevig elastiek. Gebruikt om helinox stoelen tw voorzien van nieuw koord., bad_points: None']"
Nemo Dragonfly Bikepack Footprint 2P,"79,95",[]
Umefa Staal Halfrond 24 cm Haring,"0,95","['good_points: Precies het type haring wat ik zocht. Bonuspunten voor de mogelijkheid om ze per 1 te bestellen., bad_points: We sloegen de puntjes van de haringen vrij snel krom in grond waar keien in zaten.', 'good_points: Degelijke tent haringen\\nLos verkrijgbaar., bad_points: Geen', 'good_points: Goed, bad_points: geen']"
Nordisk Tent Halland PU 2-Persoonstent,"319,95","['good_points: Ventilatie\\nWaterdichtheid\\nStoffen binnentent (ivm kou), bad_points: None', 'good_points: snel gezet. en binnentent droog op te ruimen of te monteren..., bad_points: None', 'good_points: De buitentent moet je eerst opzetten met de tentstokken, dan pas de binnentent ophangen aan de buitentent. Dat is handig als het regent.\\nDe prijs is ook betaalbaar.\\nRuim genoeg voor een brede ligmatras van 80 cm breed, met overige bagage in de tent mogelijk., bad_points: Het opzetten en afbreken duurt iets langer met die hangende binnentent.\\nHet gewicht van 3,0 kg is niet licht, maar dan moet je de 1,5 kg lichtgewicht Halland LW willen. Echter die is honderden Euros duurder. Dus bespaar of op geld of bespaar op gewicht.\\nTIP: koop ook de footprint grondzeil met 8 extra haringen (7 haringen voor de footprint en 1 haring als reserve).']"
MSR Gearshed Luifel Voortent,"269,95","['good_points: Gemakkelijk op te zetten, fijn om de tent voor bepaalde situaties te verruimen met de gear shed.\\nVoor alle onderdelen krijg je een apart zakje zodat je de tent modulair kunt blijven gebruiken maar het past ook allemaal in de zak van de tent (elixir 2), bad_points: De instap van de shed is lager dan die van de tent. Ik (1.77 m) kan net niet gebukt/gehurkt de shed in, je moet dan op de knieën. Bij een natte ondergrond is dat niet prettig']"
Hilleberg Kaitum GT 3-Persoons Tunneltent,"1.464,95","['good_points: Doordacht en kwalitatief hang en sluitwerk. Prima doek kwaliteit., bad_points: De pakgrootte zou bevorderd kunnen worden door een vacuumzak te bieden. Doet nog geen enkele tentmaker trouwens.']"
Nemo Aurora 2-Persoons Tent + Footprint,"349,95","['good_points: Mooie tent met voldoende binnenruimte voor twee personen., bad_points: Er had een dubbelzijdige rits in de deuropening mogen zitten. \\n\\nZoals bij veel tweepersoons koepel tenten is er weinig ruimte voor bagage onder de luifel. Wij gebruiken deze tent dan ook voor één persoon inclusief bagage. (Bijzet tent)', 'good_points: Ruimte binnen, handige vakjes in binnentent  en  totaalgewicht, bad_points: - geen dubbele rits in de binnentent waardoor je de hele deur open moet doen en je niet snel bij het begin van de rits kan komen omdat die achter de buitentent zit verstopt in de hoek. Hij begint niet in de hoek waar je de deur opent.\\n- door de enkele rits kan je de tent niet snel open en dicht doen en dus niet snel in en uit stappen en de tent sluiten ( muggen). Je kan niet met 1 hand openen  wegens dunne stof met weinig weerstand.\\n- als je in de ochtend de buitentent moet openen dan is het begin van de buitenrits zo ver weg dat je onderarm nat moet worden.\\n- geen tentlijnen. Ik weet niet wat ie doet bij storm. Mogelijk is daar over nagedacht.']"
Coleman Cobra 2 Tent,"179,95",[]
Nordisk Reisa 6 Familietent,"1.299,95",[]
Nordisk Reisa 4 Tent ,"949,95",[]
Coleman Cobra 3-Persoonstent,"239,95",[]
Jack Wolfskin Tent Eclipse II,"149,95","['good_points: Uitstekende prijs-kwaliteitverhouding, Lekker ruim voor een 2p-tent, eenvoudig en snel op te zetten, klassiek bewezen concept, ventilatie in het dak, 2 ingangen, neemt niet te veel ruimte in (geen onnodige bergruimte onder de buitentent., bad_points: Tentstokken zijn relatief zwaar (geen alu), dus niet voor rugzakkampeerders, ingang heeft een vrij hoge drempel, staat niet echt fraai strak']"
MSR Hubba Hubba NX 2-Persoons Trekkerstent,"539,95","['good_points: Geweldig, licht, mooi, erg leuk :-), bad_points: Niks', 'good_points: Erg licht, makkelijk op te zetten en af te breken. Past makkelijk in je rugtas. Handige vakjes voor wat kleine spullen en lusjes om bv lampje op te hangen., bad_points: Nog niet gevonden.', 'good_points: Ligt en compact, bad_points: Nog niet gebruikt.']"
MSR Elixir 2-Persoonstent,"349,95","['good_points: gebruiksgemak, bad_points: None', 'good_points: Solide., bad_points: Nee', 'good_points: Slim ontworpen eenvoudig en praktisch in gebruik, bad_points: Beschermflap komt makkelijk tussen de rits']"
Nordisk Svalbard PU 1-Persoons Tunneltent,"249,95","['good_points: Eenvoudig opzetten en prima ruime voor 1 persoons tentje. Ventilatie oké, haringen en scheerlijnen ook net spul. Zakken binnen handig., bad_points: Scheerlijn beter zichtbare kleur is handig op de camping. Super klein is ie niet ingepakt, maar voor mij klein genoeg. Kan altijd beter en lichter maar dan kost het ook veel meer…', 'good_points: Snel in gebruik, bad_points: De tent is te kort voor als je lang bent.', 'good_points: Fijne tent! Snel op te zetten en af te breken. Compact en licht genoeg om in backpack mee te nemen. Goed wind- en waterdicht gebleken tijdens twee weken ijsland (waar het toch behoorlijk hard kan waaien), bad_points: ""Haringen zijn licht :) maar verbuigen snel. \\nHet tentdoek van het middenstuk (tussen de twee bogen) plakt bij harde wind en regen makkelijk tegen de binnentent aan. Lekt dan niet, maar hier was een extra boogje/scheerlijn wel handig geweest om dit strak te houden.""']"
MSR Footprint Universal 2 Person,"57,95","['good_points: Kwaliteit!, bad_points: Nog niet', 'good_points: Top\\uf44d, bad_points: None', 'good_points: Hij is wel erg licht, bad_points: De touwtjes zijn zeker niet handig schuift teveel \\nKan beter een goedkopere er onder leggen']"
Vango Hop 200 Eco Tent,"114,95",[]
Coleman Kobuk Valley Plus 3-Persoons Koepeltent,"169,95","['good_points: Alles, bad_points: Nee', 'good_points: Eenvoudig op te zetten, goed ontworpen, bad_points: In de omschrijving staat dat de binnentent 2.10 meter lang is. Ik ben 1.85 meter en zowel mijn voeten als hoofd raken de binnentent. Ik moet dus schuin slapen wat moet prettig is', 'good_points: dat het donker blijft in de tent, bad_points: te klein, er staat 3 persoons maar met twee personen heb je zelfs geen plek meer om een tas neer te zetten en het grondzeil in de voortent loopt vol bij regen']"
